Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity	Median_Similarity	Similarity_SD
mana1295	Manam	Papunesia	Austronesian	175	65.3011245819398	65.34	5.58060231121599
mana1298	Manambu	Papunesia	Ndu	194	59.3539632107023	59.035	5.66027496545455
mand1415	Mandarin Chinese	Eurasia	Sino-Tibetan	195	66.6190510033445	66.3	8.35753577577265
mand1423	Manda-Matumba	Africa	Atlantic-Congo	84	65.4560200668896	65.08	7.96024552306975
mand1436	Mandinka	Africa	Mande	137	66.1883444816054	66.37	6.94621504174524
mand1440	Mandara	Papunesia	Austronesian	177	65.8703386287625	65.37	7.42628727083086
mang1378	Mang	Eurasia	Austroasiatic	158	66.6466262541806	65.91	9.45122226873391
mang1381	Mangarrayi	Australia	Mangarrayi-Maran	192	61.8385660535117	62.08	5.17568351687183
mang1394	Mangbetu	Africa	Central Sudanic	154	65.7926755852843	65.54	6.16858641293594
mang1401	Mangareva	Papunesia	Austronesian	173	67.3734866220736	67.065	7.95294480315705
mang1403	Mangseng	Papunesia	Austronesian	165	68.7717892976589	68.15	6.88357855774803
mang1404	Mangga Buang	Papunesia	Austronesian	125	66.6873536789298	66.985	7.28489218164527
mang1405	Manggarai	Papunesia	Austronesian	168	67.74372909699	68.12	8.19659013311703
mani1235	Sougb	Papunesia	East Bird's Head	122	66.4905602006689	66.39	7.84947085221005
manm1238	Man Met	Eurasia	Austroasiatic	150	67.2860660535117	66.67	9.52882707872603
mann1248	Mann	Africa	Mande	124	67.5902926421405	67.895	7.23362900776494
mans1260	Mansim	Papunesia	Hatam-Mansim	71	70.7483862876254	71.01	10.5596948656192
mans1262	Mansaka	Papunesia	Austronesian	127	66.1236287625418	66.67	6.96576288522117
manu1258	Manusela	Papunesia	Austronesian	101	65.224385451505	64.89	8.23202661500407
maon1241	Maonan	Eurasia	Tai-Kadai	94	64.0898244147157	63.06	9.74643469491997
maor1246	Maori	Papunesia	Austronesian	191	65.8019648829431	65.44	7.47015499353083
mapo1242	Mapos Buang	Papunesia	Austronesian	173	67.858152173913	68.07	7.01986043299942
mapu1245	Mapudungun	South America	Araucanian	190	65.1028386287625	65.72	5.51845763467558
maqu1238	Ye'kwana	South America	Cariban	56	61.6195693979933	61.54	8.73246683957868
mara1378	Marathi	Eurasia	Indo-European	190	63.1502090301003	62.83	6.6151424614147
mara1379	Maram Naga	Eurasia	Sino-Tibetan	167	68.6622617056856	68.485	6.75938083727293
mara1382	Mara Chin	Eurasia	Sino-Tibetan	160	65.0570819397993	65.125	6.24649653481102
mara1385	Marra	Australia	Mangarrayi-Maran	94	54.4868018394649	53.975	7.06562310601355
mara1386	Maranunggu	Australia	Western Daly	173	64.6073704013378	64.96	6.84541863115844
mara1396	Mararit	Africa	Tamaic	92	65.5758277591973	65.75	7.90927356112799
mara1399	Maragus	Papunesia	Austronesian	174	68.15	68.15	7.30375313591219
mara1404	Maranao	Papunesia	Austronesian	128	68.5532148829431	68.775	7.59113537853438
marg1253	Margany	Australia	Pama-Nyungan	144	68.3389882943144	68.61	6.89783478328374
marg1265	Marghi Central	Africa	Afro-Asiatic	184	66.5490719063545	66.47	5.80105225386239
mari1414	Maria (India)	Eurasia	Dravidian	119	64.2960284280936	64.29	7.94614838926394
mari1416	Maring Naga	Eurasia	Sino-Tibetan	159	67.7605727424749	67.305	7.0657274884891
mari1424	Marithiel	Australia	Western Daly	151	65.1411287625418	65.745	5.75730572385798
mari1426	Sunwadia	Papunesia	Austronesian	167	68.0620443143813	68.12	6.54153220122395
mari1428	Marik	Papunesia	Austronesian	153	66.9317516722408	67.28	5.7675346068701
mari1440	Maricopa	North America	Cochimi-Yuman	175	65.7455643812709	66	6.08650682267092
maro1244	Marovo	Papunesia	Austronesian	84	65.3142474916388	64.94	10.0805954081661
mars1254	Marshallese	Papunesia	Austronesian	152	63.0490175585284	62.72	6.95569495756134
mart1255	Martuthunira	Australia	Pama-Nyungan	184	65.8894272575251	66.23	5.73811760139339
maru1249	Maru	Eurasia	Sino-Tibetan	191	66.9498745819398	67.07	8.14516950505968
maru1252	Marúbo	South America	Pano-Tacanan	126	66.1031939799331	66.1	7.94999002806004
masa1300	Masai	Africa	Nilotic	73	51.708762541806	50.88	10.0582167458186
masa1322	Masana	Africa	Afro-Asiatic	188	65.6275836120401	65.835	6.09983078500711
masb1238	Masbatenyo	Papunesia	Austronesian	172	67.5626254180602	67.655	7.00191472027845
mask1242	Maskelynes	Papunesia	Austronesian	157	64.769368729097	64.83	6.31866258987027
matb1237	Matbat	Papunesia	Austronesian	154	68.6749665551839	68.44	7.35125435050761
mati1250	Matigsalug Manobo	Papunesia	Austronesian	177	68.1258193979933	68.67	6.11582674381338
mato1252	Mato	Papunesia	Austronesian	169	67.6080142140468	67.6	6.59197255464831
mats1244	Matsés	South America	Pano-Tacanan	174	65.1172282608696	65.065	6.37623929691034
matu1259	Matumbi	Africa	Atlantic-Congo	134	57.490443329151	55.77	8.87475183058225
matu1261	Matukar	Papunesia	Austronesian	194	67.4925710702341	67.89	5.73381339921315
maun1240	Mawng	Australia	Iwaidjan Proper	194	60.9053595317726	61.125	5.45829225735574
mauw1238	Mauwake	Papunesia	Nuclear Trans New Guinea	92	60.6965760869565	60.24	7.33745836773642
maxa1247	Maxakalí	South America	Nuclear-Macro-Je	181	66.6429682274247	67.31	6.14468820281569
maya1285	Mayangna	North America	Misumalpan	153	62.7961454849498	62.69	5.99259399545669
mayk1239	Maykulan	Australia	Pama-Nyungan	152	68.1562040133779	68.6	6.98103419027024
mayo1261	Mayogo	Africa	Atlantic-Congo	168	67.6778177257525	67.845	7.3290779222572
mayo1264	Mayo	North America	Uto-Aztecan	168	66.33247909699	66.47	5.25006748672861
maza1304	Mazagway	Africa	Afro-Asiatic	182	68.4697826086957	68.89	5.72171059928008
mbaa1245	Mba	Africa	Atlantic-Congo	137	69.223118729097	69.53	6.23330214234601
mbal1255	Central Wambo	Africa	Atlantic-Congo	100	63.319368729097	62.345	8.33128286475975
mban1263	Mbandja	Africa	Atlantic-Congo	162	71.2908110367893	71.385	6.96312426051803
mbar1260	Mbara (Chad)	Africa	Afro-Asiatic	157	67.471877090301	67.57	6.10300487767765
mbay1241	Mbay	Africa	Central Sudanic	173	67.1722575250836	67.11	7.47177327715537
mboc1235	Mbo (Cameroon)	Africa	Atlantic-Congo	161	66.8552759197324	66.67	6.88926833262318
mbol1247	Mbole	Africa	Atlantic-Congo	89	62.6407274247492	61.33	10.0312901374207
mbug1242	Mbugwe	Africa	Atlantic-Congo	117	62.0466053511706	60.68	8.02285062140978
mbul1263	Mbula	Papunesia	Austronesian	183	66.0915384615385	65.71	6.69230143601137
mbya1239	Mbyá Guaraní	South America	Tupian	161	69.0628386287625	69.35	5.35153731770428
meen1242	Me'en	Africa	Surmic	167	67.7911705685619	68.32	5.65381563649982
mehe1243	Mehek	Papunesia	Sepik	165	62.4882190635452	62.86	5.61001176846625
mehi1240	Mehináku	South America	Arawakan	4	51.4628553299492	50	23.8693314353006
meke1243	Mekeo	Papunesia	Austronesian	192	68.8929389632107	69.325	5.17268288193137
mele1250	Mele-Fila	Papunesia	Austronesian	115	66.6767683946488	66.96	6.76130273603286
melo1242	Melo	Africa	Ta-Ne-Omotic	163	66.7197282608696	66.9	6.36699719920958
melp1238	Melpa	Papunesia	Nuclear Trans New Guinea	166	68.4483737458194	68.94	7.17748244110247
mend1266	Mende (Sierra Leone)	Africa	Mande	80	66.8734698996656	67.175	7.0938340813695
mend1268	Mende (Papua New Guinea)	Papunesia	Sepik	87	58.2085200668896	58.33	8.02787251797137
meng1267	Mengen	Papunesia	Austronesian	98	65.9394690635451	65.98	8.53971976875487
meny1245	Menya	Papunesia	Angan	96	58.6852633779264	57.95	7.71824760304623
mera1242	Meramera	Papunesia	Austronesian	54	65.9222198996655	65.96	10.1233080521637
mere1242	Merei	Papunesia	Austronesian	183	62.2606647157191	61.6	7.54092867542111
meri1244	Meriam	Papunesia	Eastern Trans-Fly	99	58.3576672240803	58.33	6.67466015917899
meru1245	Meru	Africa	Atlantic-Congo	162	64.8365928093645	64.44	7.19590421898561
mesc1238	Mescalero-Chiricahua Apache	North America	Athabaskan-Eyak-Tlingit	92	66.0265173712851	66.18	7.5450821122519
meta1238	Meta'	Africa	Atlantic-Congo	159	66.2776923076923	66.43	6.71752898587665
meya1236	Meyah	Papunesia	East Bird's Head	96	59.7505643812709	59.49	9.27357919886978
mezo1235	Mezontla Popoloca	North America	Otomanguean	169	60.8786914715719	61.075	5.9234541296916
mezq1235	Mezquital Otomi	North America	Otomanguean	185	61.9986580267559	62.43	4.80442216623692
miam1252	Miami	North America	Algic	120	67.5557280334728	67.895	6.0796499853545
mian1256	Mian	Papunesia	Nuclear Trans New Guinea	100	58.3733277591973	57.89	6.71717141104688
mich1245	Michoacán Nahuatl	North America	Uto-Aztecan	177	64.4749331103679	64.38	5.71408401065681
midd1327	Middle Watut	Papunesia	Austronesian	140	67.3865175585284	67.51	7.90736852520597
midd1357	Middle Clarence Bandjalang	Australia	Pama-Nyungan	96	61.9250710702341	61.655	7.15055660788437
mido1240	Midob	Africa	Nubian	55	65.5490886287625	65.38	8.45100401414022
mids1243	Mid-Southern Banda	Africa	Atlantic-Congo	123	65.6666053511706	65.62	7.23256454471987
miga1249	Migaama	Africa	Afro-Asiatic	104	65.8550710702341	65.945	6.38911929887627
miju1243	Kman	Eurasia	Sino-Tibetan	192	68.9482859531773	69.01	6.93866725019077
mika1239	Mikasuki	North America	Muskogean	147	65.8289046822742	65.97	6.80454916257071
mikm1235	Mi'kmaq	North America	Algic	179	64.7853260869565	64.96	5.48654507017378
mila1245	Milang	Eurasia	Sino-Tibetan	193	63.9164046822742	64.07	6.20470617383154
mill1237	Millcayac	South America	Huarpean	122	69.0729347826087	68.87	8.51118552526702
mina1268	Minangkabau	Papunesia	Austronesian	164	68.5692182274248	68.59	7.83114867703812
mina1276	Mina (Cameroon)	Africa	Afro-Asiatic	185	68.5973620401338	68.54	7.06116396754287
minh1238	Mangghuer	Eurasia	Mongolic-Khitan	181	67.8423411371237	67.82	6.73698284751855
mini1251	Minigir	Papunesia	Austronesian	178	67.2852382943144	67.05	8.06404143255223
mini1256	Minica Huitoto	South America	Huitotoan	160	65.4891304347826	65.595	6.6006646684853
miri1266	Miriwung	Australia	Jarrakan	142	63.9950836120401	64.52	5.57521134941663
misi1243	Misima-Paneati	Papunesia	Austronesian	144	68.604381270903	69.01	6.6680643124321
misk1235	Mískito	North America	Misumalpan	162	65.4631939799331	65.635	6.58858131643499
miwa1242	Miwa	Australia	Worrorran	130	66.812495819398	66.92	6.23076721267417
mixt1426	Mixtepec Zapotec	North America	Otomanguean	170	64.9487834448161	65.41	5.42190460870291
miya1266	Miya	Africa	Afro-Asiatic	187	65.391258361204	65.87	6.26150795366076
mlab1235	Mlabri	Eurasia	Austroasiatic	182	69.5252508361204	69.415	8.3615612329519
mlah1239	Mlahsô	Eurasia	Afro-Asiatic	117	66.9101881270903	67.52	6.44036322479656
mmen1238	Mmen	Africa	Atlantic-Congo	10	73.4514644529587	75	20.6214775915523
moba1244	Moba	Africa	Atlantic-Congo	185	66.8614757525084	66.67	6.2430705137627
moch1257	Mocho	North America	Mayan	163	67.4528929765886	67.63	6.96381907209272
moch1259	Mochica	South America		139	69.4072617056856	69.92	7.01601132226732
moco1246	Mocoví	South America	Guaicuruan	169	66.1001128762542	66.67	5.34945975256389
mode1248	Modern Greek	Eurasia	Indo-European	195	60.4554974916388	60.26	5.67827159451914
moha1258	Mohawk	North America	Iroquoian	127	52.7233737458194	52.17	6.00339150187884
moii1235	Moi (Indonesia)	Papunesia	West Bird's Head	125	65.153110367893	64.56	8.73058683540416
moke1242	Moken	Eurasia	Austronesian	171	67.1289673913043	66.46	9.51027357388902
moki1238	Mokilese	Papunesia	Austronesian	171	65.6691889632107	65.38	7.87621122314087
mokl1243	Moklen	Eurasia	Austronesian	181	68.6670903010033	68	9.11590693012594
mokp1239	Mokpwe	Africa	Atlantic-Congo	180	67.2548076923077	67.06	7.17850269380342
moks1248	Moksha	Eurasia	Uralic	195	66.2610618729097	66.47	5.86373127806843
mola1238	Molale	North America		174	64.4667892976589	64.13	6.5293365174684
molo1266	Moloko	Africa	Afro-Asiatic	109	70.2826964882943	70.64	7.33615594059977
mong1338	Mongo	Africa	Atlantic-Congo	124	62.4868018394649	61.235	8.59052526413294
moni1237	Mangue	North America	Otomanguean	84	65.9889423076923	65.85	7.4493353786959
monn1252	Mon	Eurasia	Austroasiatic	91	69.8199038461538	69.66	9.21453249310301
mono1270	Mono (Democratic Republic of Congo)	Africa	Atlantic-Congo	149	66.0441513377926	66.005	6.9082116708311
mono1273	Mono-Alu	Papunesia	Austronesian	111	67.9531966527197	68.75	7.07247382828144
mono1275	Mono (USA)	North America	Uto-Aztecan	161	68.1567433110368	68.145	5.79612313393064
mont1268	Montagnais	North America	Algic	134	63.7999456521739	64.16	6.18809892075142
monz1249	Monzombo	Africa	Atlantic-Congo	119	69.23372909699	69.49	6.71761448966884
mopa1243	Mopán Maya	North America	Mayan	166	64.5473829431438	64.56	6.39192180269394
more1259	Morelos Nahuatl	North America	Uto-Aztecan	135	67.6428051839465	67.86	6.56718570590676
mori1268	Mori Bawah	Papunesia	Austronesian	88	57.617525083612	58.22	8.60495127884465
mori1269	Mori Atas	Papunesia	Austronesian	105	63.8925794314381	64.04	8.31295333911362
morm1235	Mor (Mor Islands)	Papunesia	Austronesian	148	68.7550752508361	68.92	7.21048024332491
moro1285	Moro	Africa	Heibanic	77	53.7159657190635	52.29	9.40420721871114
moro1287	Moronene	Papunesia	Austronesian	106	64.3195443143813	64.42	8.46027535344862
moro1289	Marori	Papunesia		105	58.6777498954412	58.54	7.53256764122561
mort1237	Mortlockese	Papunesia	Austronesian	141	68.9258026755853	68.68	8.19111049346863
mose1249	Mosetén-Chimané	South America		179	64.5301463210702	64.96	4.81250340910492
mosi1247	Akie	Africa	Nilotic	167	63.3883988294314	64.08	5.9864338396133
mota1237	Mota	Papunesia	Austronesian	107	69.8397490589711	70.53	8.09565399834081
motl1237	Mwotlap	Papunesia	Austronesian	195	65.6263837792642	65.19	7.00664486010277
motu1246	Motu	Papunesia	Austronesian	160	68.8147742474916	69.23	5.81669981780289
mouk1239	Mouk-Aria	Papunesia	Austronesian	139	69.7030142140468	69.06	7.87656083640472
moun1252	Mountain Koiali	Papunesia	Koiarian	168	68.2555142140468	69.055	7.36660550098043
movi1243	Movima	South America		167	58.9790969899666	59.04	6.36211626740986
moyo1238	Moyon	Eurasia	Sino-Tibetan	167	67.7572031772575	68.12	5.71379068662503
mpad1242	Mpade	Africa	Afro-Asiatic	187	65.1674289297659	65.41	6.87180823557857
mpii1239	Mpi	Eurasia	Sino-Tibetan	174	67.8129096989966	68.35	7.2528250066119
mpot1240	Mpoto	Africa	Atlantic-Congo	173	66.715614548495	66.17	7.09588171442774
mpur1239	Mpur	Papunesia		185	69.4425459866221	69.395	7.13469303817862
mual1241	Mualang	Papunesia	Austronesian	189	67.0141680602007	66.67	7.67078688072387
mudu1239	Muduga	Eurasia	Dravidian	161	67.3922742474916	66.96	7.56874825569803
mudu1242	Muduapa	Papunesia	Austronesian	186	66.9398285953177	67.04	6.73309060447965
mull1237	Mullukmulluk	Australia	Northern Daly	169	64.8966722408027	65.085	5.13127521426846
muna1247	Muna	Papunesia	Austronesian	99	58.4199038461538	58.725	9.05282286301689
munc1235	Mün Chin	Eurasia	Sino-Tibetan	186	66.0914255852843	66.67	5.60254704126094
mund1320	Mundari	Eurasia	Austroasiatic	156	67.2479682274247	67.82	5.83913786102831
mund1325	Mundang	Africa	Atlantic-Congo	190	65.0639088628763	65.16	6.21928501743048
mund1326	Mündü	Africa	Atlantic-Congo	120	71.2483152173913	71.43	7.48064007661132
mund1328	Mundabli-Mufu	Africa	Atlantic-Congo	184	64.9067516722408	64.78	7.00958198996081
mund1330	Mundurukú	South America	Tupian	161	61.7281563545151	61.49	5.2634384765288
murl1244	Murle	Africa	Surmic	175	67.0315677257525	67.48	5.36742632339833
murr1258	Murriny Patha	Australia	Southern Daly	97	59.1138043478261	59.14	6.50671205680933
muru1266	Muruwari	Australia	Pama-Nyungan	157	65.0508612040134	65.07	6.73497151061653
muru1274	Murui Huitoto	South America	Huitotoan	182	63.8603678929766	64.02	6.83940302523817
musa1266	Aisi	Papunesia	Nuclear Trans New Guinea	158	66.3862123745819	66.67	7.30709229860668
musg1254	Musgu	Africa	Afro-Asiatic	118	67.5907984949833	67.86	6.68608861128638
muso1238	Musom	Papunesia	Austronesian	150	65.2424540133779	65.25	7.68197036119352
muss1246	Mussau-Emira	Papunesia	Austronesian	90	65.064397993311	64.94	9.00791225074667
muth1236	Muthuvan	Eurasia	Dravidian	143	70.7987876254181	70.42	7.69193746186466
muyu1244	Muyuw	Papunesia	Austronesian	140	65.0985618729097	65.25	7.04731168812824
mwag1236	Mwaghavul	Africa	Afro-Asiatic	192	66.3727717391304	66.435	6.35390064593314
mwan1247	Mwani	Africa	Atlantic-Congo	157	64.8371153846154	63.87	7.74704964000479
mwan1250	Mwan	Africa	Mande	135	65.8940342809365	66.13	6.97814585705526
mwer1248	Mwera (Chimwera)	Africa	Atlantic-Congo	153	63.3133821070234	62.6	7.25389874371046
naas1242	Naasioi	Papunesia	South Bougainville	53	52.3952508361204	51.16	9.76683770723439
naba1256	Nabak	Papunesia	Nuclear Trans New Guinea	82	58.9807692307692	58.54	7.98677948768776
nade1244	Nadëb	South America	Naduhup	64	61.6906772575251	61.9	7.63673720958207
naka1262	Nakanai	Papunesia	Austronesian	173	67.5560618729097	67.43	7.41296850744452
nalc1240	Nalca	Papunesia	Nuclear Trans New Guinea	108	61.3741011705686	61.96	8.02961764613267
nali1244	Nalik	Papunesia	Austronesian	174	67.5109239130435	66.88	8.18388283207801
nalo1235	Nalögo	Papunesia	Austronesian	33	63.8298996235885	63.64	9.38719050157889
nama1264	Nama (Namibia)	Africa	Khoe-Kwadi	91	57.5720568561873	57.32	6.34424335170668
nama1266	Nama (Papua New Guinea)	Papunesia	Yam	56	66.2969974874372	66.07	9.13363370581319
nama1268	Namakura	Papunesia	Austronesian	120	63.1583110367893	62.96	6.93300548892077
namb1293	Nambo	Papunesia	Yam	182	63.9299038461538	63.845	6.17811069907889
nami1256	Namia	Papunesia	Sepik	85	61.2553971571906	61.54	6.65946602000193
namu1246	Namuyi	Eurasia	Sino-Tibetan	173	68.7625877926421	69.09	6.62303600873877
nana1257	Nanai	Eurasia	Tungusic	195	65.9444732441472	65.56	7.11365908089149
nand1266	Nandi	Africa	Nilotic	156	66.3978720735786	66.93	6.34174652632234
nang1262	Nanggu	Papunesia	Austronesian	162	67.683135451505	67.88	6.05027141062676
nant1250	Nanti	South America	Arawakan	80	60.935	61	6.94518310640046
nara1262	Nara	Africa		132	72.054360367893	72.51	6.54444637416789
naro1251	Narom	Papunesia	Austronesian	132	70.1743891213389	70	9.00893103352055
narr1259	Narrinyeri	Australia	Pama-Nyungan	72	58.6967600334448	58.33	8.54174166829209
naru1238	Narungga	Australia	Pama-Nyungan	106	69.4989297658863	70.48	7.35581467121692
natc1249	Natchez	North America		108	63.6190844481605	63.81	6.91647949623875
nati1243	Natioro	Africa	Atlantic-Congo	51	66.5258803847762	66.67	8.06449793828263
nati1244	Nati	Papunesia	Austronesian	127	68.2618394648829	69.01	8.1965560217364
natu1246	Natügu	Papunesia	Austronesian	96	60.4894732441472	60.64	7.48500045710512
naue1237	Nauete	Papunesia	Austronesian	183	67.7457984949833	67.14	8.73098039653041
naur1243	Nauru	Papunesia	Austronesian	173	63.71127090301	63.765	5.97982321742107
nava1243	Navajo	North America	Athabaskan-Eyak-Tlingit	185	61.5378762541806	61.77	5.13683866036035
nawu1242	Nawuri	Africa	Atlantic-Congo	182	68.5666638795987	68.54	7.19760025467383
naxi1245	Naxi	Eurasia	Sino-Tibetan	132	64.832487458194	64.85	9.54904161117867
ncan1245	Ncane-Mungong	Africa	Atlantic-Congo	131	67.0991220735786	66.93	7.63205796666308
ndam1239	Ndamba	Africa	Atlantic-Congo	180	65.2969314381271	64.71	7.07002462012209
ndam1251	Ndam	Africa	Afro-Asiatic	41	68.2048326359833	68.29	9.58644646967202
nden1248	Ndengereko	Africa	Atlantic-Congo	88	62.0420150501672	60.98	9.06271020754396
ndob1238	Ndobo	Africa	Atlantic-Congo	85	66.9766304347826	65.88	9.39082983567675
ndog1248	Ndogo	Africa	Atlantic-Congo	177	67.5060200668896	66.875	8.6442044541135
ndom1245	Ndom	Papunesia	Kolopom	74	69.7024623745819	70.27	8.82684779935791
ndun1249	Ndunga	Africa	Atlantic-Congo	127	67.3402341137124	67.25	6.25685682487752
nege1240	Negeri Sembilan Malay	Eurasia	Austronesian	139	71.7654096989966	72.18	7.56725874084514
negi1245	Negidal	Eurasia	Tungusic	160	67.372491638796	67.11	6.94068796104374
neha1247	Nehan	Papunesia	Austronesian	139	60.4141429765886	60.33	6.8386416603534
nend1239	Nend	Papunesia	Nuclear Trans New Guinea	169	66.9871989966555	66.9	6.37546025378777
nene1249	Tundra Nenets	Eurasia	Uralic	190	61.8146279264214	61.58	6.70647292673615
neng1238	Nengone	Papunesia	Austronesian	169	66.6507399665552	66.43	7.47719745644727
nenn1238	Nen	Papunesia	Yam	195	62.0313127090301	61.945	5.55000018756876
nepa1254	Nepali	Eurasia	Indo-European	162	63.533114548495	62.82	7.49955966633246
nese1235	Nese	Papunesia	Austronesian	191	66.8758277591973	66.67	7.41132073916106
newa1246	Kathmandu Valley Newari	Eurasia	Sino-Tibetan	179	66.2405016722408	65.97	6.20111968943977
nezp1238	Nez Perce	North America	Sahaptian	176	66.9721362876254	67.27	6.01185126730639
ngaa1240	Ngaanyatjarra	Australia	Pama-Nyungan	154	65.9108152173913	65.74	6.04197291317434
ngab1239	Ngäbere	North America	Chibchan	165	64.4498035117057	64.71	6.2326191686348
ngal1292	Ngalkbun	Australia	Gunwinyguan	188	65.0048578595318	65.38	5.71115233192546
ngal1296	Ngala-Santandrea	Africa	Atlantic-Congo	67	64.7834239130435	65	8.27456181157837
ngam1268	Ngambay	Africa	Central Sudanic	156	68.9502633779264	68.88	7.53814311098693
ngan1291	Nganasan	Eurasia	Uralic	194	66.7694565217391	66.67	6.40063194461728
ngan1295	Ngandi	Australia	Gunwinyguan	95	54.9991889632107	54.95	7.83757354719766
ngar1283	Ngarnka	Australia	Mirndi	162	57.6142307692308	57.355	6.02686921063201
ngar1284	Ngarinyin	Australia	Worrorran	181	60.5235284280936	60.43	5.23759403022577
ngas1240	Ngas	Africa	Afro-Asiatic	176	68.4634908026756	68.46	7.64995781149742
ngba1284	Ngbaka Ma'bo	Africa	Atlantic-Congo	147	71.1309448160535	71.54	6.67356645241348
ngba1285	Ngbaka Minagende	Africa	Atlantic-Congo	168	66.084368729097	66.39	6.33876158160636
ngeq1245	Kriang-Khlor	Eurasia	Austroasiatic	134	69.6836622073579	69.685	8.12101206881105
ngge1241	Nggem	Papunesia	Nuclear Trans New Guinea	99	58.4793143812709	58.14	7.65553996312279
ngit1239	Ngiti	Africa	Central Sudanic	180	65.7282148829431	66.22	5.05825983791366
ngom1268	Ngombe (Democratic Republic of Congo)	Africa	Atlantic-Congo	121	61.9090091973244	60.85	8.37557779305667
ngul1236	Nguluwan	Papunesia	Austronesian	56	66.5045188284519	66.67	11.8286948816088
ngur1261	Wilson River (Grey Range)	Australia	Pama-Nyungan	29	52.3491419003767	52.17	11.9562455581987
nhan1238	Nhanda	Australia	Pama-Nyungan	163	64.635012541806	64.565	6.69033550173169
nhen1239	Nhengatu	South America	Tupian	181	65.7539339464883	66.09	5.50897043006364
nica1252	Nicaragua Creole English	North America	Indo-European	157	68.2123369565217	68.265	7.1788598996621
nige1253	Hausa States Fulfulde	Africa	Atlantic-Congo	136	59.8076839464883	58.745	7.14234837172596
niha1238	Nihali	Eurasia		164	67.6142015050167	67.965	7.18511046034962
nila1242	Nilamba	Africa	Atlantic-Congo	162	64.7586538461538	63.905	7.60274027358978
nina1238	Ninam	South America	Yanomamic	61	61.0020903010033	61.9	8.93715345611552
nisg1240	Nisga'a	North America	Tsimshian	162	64.4164464882943	64.44	6.8201656360899
niua1240	Niuafo'ou	Papunesia	Austronesian	182	65.6633946488294	65.325	7.39515796222512
niue1239	Niuean	Papunesia	Austronesian	137	60.204372909699	59.255	8.60726105645232
niva1238	Nivaclé	South America	Matacoan	188	60.0946697324415	59.89	5.89877982332381
njan1240	Njanga	Africa	Atlantic-Congo	192	67.0221321070234	67.375	7.051216075957
nkon1248	Nkonya	Africa	Atlantic-Congo	128	65.9283737458194	66.395	6.45171053848392
nkor1239	Nkoroo	Africa	Ijoid	54	66.8264267782427	67.33	9.34937588846685
noct1238	Nocte Naga	Eurasia	Sino-Tibetan	195	65.7720610367893	66.32	6.4832439800494
noku1237	Nokuku	Papunesia	Austronesian	156	66.9174080267559	66.41	8.19908576193483
noma1260	Nomaande	Africa	Atlantic-Congo	118	62.5778887959866	62.07	7.10019758204412
noma1263	Nomatsiguenga	South America	Arawakan	96	58.0482274247492	57.95	6.77082524372678
nonu1241	Nonuya	South America	Huitotoan	54	57.9234462567963	57.69	9.25041479117133
noon1242	Noon	Africa	Atlantic-Congo	188	63.0665760869565	62.355	6.32741100386044
noon1243	Noone	Africa	Atlantic-Congo	172	67.0470861204013	67.11	7.04683961453751
nopa1235	Nopala Chatino	North America	Otomanguean	179	66.1636413043478	66.67	6.28937984069388
nort2671	North Saami	Eurasia	Uralic	167	67.0065719063545	67.09	6.39496249001478
nort2684	Northern Khmer	Eurasia	Austroasiatic	191	66.4829473244147	66.345	8.33904837876534
nort2690	Northern Uzbek	Eurasia	Turkic	193	66.1639005016722	65.655	7.17835517241332
nort2697	North Azerbaijani	Eurasia	Turkic	188	67.7288837792642	67.225	7.17730702005261
nort2699	Northwestern Kolami	Eurasia	Dravidian	89	60.2288043478261	58.97	9.04522652393373
nort2722	Northern Qiang	Eurasia	Sino-Tibetan	187	65.314987458194	65.82	6.61231613865626
nort2723	Northern Pumi	Eurasia	Sino-Tibetan	177	68.1719607023411	68.67	6.55036477395064
nort2724	Northern Bai	Eurasia	Sino-Tibetan	116	71.7319481605351	72.17	8.7685127364445
nort2732	Northern Tujia	Eurasia	Sino-Tibetan	190	68.5861998327759	68.48	7.75538710668944
nort2745	Northern Yukaghir	Eurasia	Yukaghir	191	65.9185242474916	65.855	6.28146004635264
nort2747	Northern Qiandong Miao	Eurasia	Hmong-Mien	194	68.8407943143813	68.25	8.52812198631494
nort2774	Northern Ngbandi	Africa	Atlantic-Congo	159	69.0333821070234	69.155	6.56447691344222
nort2775	Northwest Gbaya	Africa	Atlantic-Congo	135	69.0623662207358	69.07	8.88645586665509
nort2795	Zimbabwean Ndebele	Africa	Atlantic-Congo	96	64.3926212374582	63.44	8.42956367392058
nort2828	North Moluccan Malay	Papunesia	Austronesian	164	67.3819272575251	67.33	7.91536874738544
nort2836	North Efate	Papunesia	Austronesian	93	64.4570526755853	64.37	7.70057024838409
nort2839	North Ambrym	Papunesia	Austronesian	174	66.3421362876254	66.23	7.70954923368985
nort2845	North Marquesan	Papunesia	Austronesian	178	64.9704765886288	64.52	7.81021140549547
nort2847	North Tanna	Papunesia	Austronesian	128	65.1596571906355	65.665	6.17809529277687
nort2864	Wemale	Papunesia	Austronesian	76	69.0788294314381	69.35	7.60577048541928
nort2877	Northern Kankanay	Papunesia	Austronesian	149	66.5253804347826	66.435	7.21962976136429
nort2885	Northern Subanen	Papunesia	Austronesian	189	65.1222073578595	65.61	6.66480589501407
nort2930	Northeast Kiwai	Papunesia	Kiwaian	173	63.5091722408027	63.765	5.59111743110566
