Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity	Median_Similarity	Similarity_SD
kach1284	Kachama-Ganjule-Haro	Africa	Ta-Ne-Omotic	188	65.804983277592	65.59	5.8659218924567
kada1242	Kadar	Eurasia	Dravidian	156	68.5373536789298	68.42	7.50065068831589
kado1242	Kado	Eurasia	Sino-Tibetan	184	68.3935869565217	68.54	6.18089428235239
kafa1242	Kafa	Africa	Ta-Ne-Omotic	167	67.8867683946488	68.24	5.79920289449313
kaga1256	Kagayanen	Papunesia	Austronesian	167	66.984347826087	67.21	7.21534939047909
kagf1238	Ut-Main	Africa	Atlantic-Congo	86	56.2957274247492	55.81	8.24858699568978
kagu1239	Kagulu	Africa	Atlantic-Congo	186	67.5410075250836	67.05	6.85824289121793
kaik1246	Kaike	Eurasia	Sino-Tibetan	184	67.5971404682274	67.425	6.78706255200431
kain1272	Kaingang	South America	Nuclear-Macro-Je	31	64.8199706990373	65.22	11.4189989187176
kair1263	Kairiru	Papunesia	Austronesian	73	63.522508361204	63.38	8.26514711659659
kaki1249	Kaki Ae	Papunesia		138	65.7861329431438	65.89	6.65906680355099
kala1377	Kala Lagaw Ya	Australia	Pama-Nyungan	98	56.2898996655518	55.975	7.72465727790099
kala1384	Kalanga	Africa	Atlantic-Congo	164	66.9941262541806	66.22	7.69674242698813
kala1388	Kalagan	Papunesia	Austronesian	150	66.882508361204	67.19	6.4457262596027
kala1399	Kalaallisut	North America	Eskimo-Aleut	182	64.3693102006689	64.52	5.77902557353773
kala1400	Central Kalapuya	North America	Kalapuyan	139	68.1184573578595	68.25	6.21716839530366
kali1308	Kalispel-Pend d'Oreille	North America	Salishan	160	65.5453135451505	65.79	6.33630526029714
kalk1246	Kalkutung	Australia	Pama-Nyungan	158	65.3244230769231	65.38	6.03272605796432
kalm1243	Oirad-Kalmyk-Darkhat	Eurasia	Mongolic-Khitan	165	67.2065593645485	67.11	6.68409089503477
kalu1248	Kaluli	Papunesia	Bosavi	96	62.826889632107	62.96	8.36225351438966
kama1367	Kamasau	Papunesia	Nuclear Torricelli	94	59.7103344481605	59.145	8.52009910769052
kama1370	Kamano	Papunesia	Nuclear Trans New Guinea	116	65.9230769230769	66.67	7.49058719389514
kamb1297	Kamba (Kenya)	Africa	Atlantic-Congo	173	65.599360367893	64.71	7.39717602760261
kamb1299	Kambera	Papunesia	Austronesian	175	66.3790635451505	66.46	6.84512258323878
kamb1316	Kambaata	Africa	Afro-Asiatic	132	63.0397909698997	62.83	6.36021687667271
kamm1249	Kam	Africa	Atlantic-Congo	191	66.3909239130435	66.445	6.67698447884375
kamo1255	Kamoro	Papunesia	Nuclear Trans New Guinea	94	61.7850459866221	61.54	7.04225284506391
kamu1260	Kamula	Papunesia	Kamula-Elevala	185	68.43747909699	68.75	6.30828895464705
kana1286	Kanakanavu	Papunesia	Austronesian	147	69.0054515050167	69.42	6.86251233125316
kana1288	Kanasi	Papunesia	Dagan	92	64.812516722408	65.17	7.85710330157675
kani1286	Kanite	Papunesia	Nuclear Trans New Guinea	149	66.1656688963211	65.94	7.08869994934758
kank1243	Kankanaey	Papunesia	Austronesian	180	63.9986036789298	64.15	6.80307342949591
kaon1241	Kaonde	Africa	Atlantic-Congo	120	64.2240677257525	63.06	8.36971078374427
kapi1249	Kapingamarangi	Papunesia	Austronesian	72	62.3167934782609	62.12	8.5912012878023
kaqc1270	Kaqchikel	North America	Mayan	183	66.1117516722408	66.31	5.82230257379044
kara1476	Karadjeri	Australia	Pama-Nyungan	67	67.31121706399	67.24	7.65226871378196
kara1482	Kara (Central African Republic)	Africa	Central Sudanic	149	68.6971697324415	68.94	6.77848014789967
kara1486	Kara (Papua New Guinea)	Papunesia	Austronesian	177	65.2483026755853	64.195	8.21988443781303
kara1487	Karao	Papunesia	Austronesian	160	64.202487458194	64.65	6.70603982213323
kara1499	Kalamang	Papunesia	West Bomberai	99	71.2179180602007	72.34	8.29884093008842
kara1500	Karajá	South America	Nuclear-Macro-Je	176	64.7392642140468	65.095	5.34198911667903
karb1241	Hills Karbi	Eurasia	Sino-Tibetan	157	64.9204264214047	65.22	5.7666022375016
kare1338	Kare (Central African Republic)	Africa	Atlantic-Congo	158	69.0136872909699	68.75	8.2040185723398
kari1254	Kariri	South America		177	65.6223453177258	66.25	5.51460108745984
kari1306	Kari	Africa	Atlantic-Congo	76	63.793775083612	63.77	7.44465088312686
kari1311	Karitiâna	South America	Tupian	160	68.4751421404682	69.285	5.62223466304135
kark1258	Karkar-Yuri	Papunesia	Pauwasi	132	60.5799289297659	60.27	7.31532674527796
karn1252	Karnai	Papunesia	Austronesian	142	68.546893812709	68.38	8.04801840058091
karo1304	Karok	North America		164	66.6845526755853	67.145	5.61732237954632
kash1277	Kashmiri	Eurasia	Indo-European	184	62.1673285953177	61.98	6.31204068123569
kask1239	Kaska	North America	Athabaskan-Eyak-Tlingit	137	68.3777968227425	68.915	6.22634288731521
katb1237	Avava	Papunesia	Austronesian	183	65.9017892976589	65.77	7.42341119493277
kats1235	Katso	Eurasia	Sino-Tibetan	186	67.5586538461538	67.425	8.33251197287337
kaul1240	Kaulong	Papunesia	Austronesian	90	62.7890593645485	62.35	9.45690454942142
kaur1267	Kaurna	Australia	Pama-Nyungan	48	70.3667462311558	71.11	9.97234752778926
kaur1271	Kaure-Narau	Papunesia	Kaure-Kosare	60	61.7313927227102	61.82	8.97300555716801
kava1241	Kavalan	Papunesia	Austronesian	148	67.215652173913	67.775	7.24212019851393
kawa1283	Kawaiisu	North America	Uto-Aztecan	34	65.7785188284519	65.62	10.0605460964685
kawi1241	Kawi	Papunesia	Austronesian	128	65.2779682274248	65.55	8.32396971030117
kaya1315	Kayan Lahwi	Eurasia	Sino-Tibetan	194	67.8584489966555	68	6.98986781630449
kaya1319	Kayardild	Australia	Tangkic	96	59.4480476588629	59.14	7.23673349966086
keap1239	Keapara	Papunesia	Austronesian	174	67.0786663879599	67.26	5.43360157878849
keda1252	Kedang	Papunesia	Austronesian	162	68.4121279264214	68.915	6.04866881424729
keig1242	Keiga	Africa	Kadugli-Krongo	148	66.6386454849498	67.18	5.99028680572087
kele1255	Kele-Foma	Africa	Atlantic-Congo	128	64.5580894648829	63.64	8.09086363948945
kele1258	Kele (Papua New Guinea)	Papunesia	Austronesian	150	70.0019899665552	69.71	8.15274907585379
kele1259	Keley-i Kallahan	Papunesia	Austronesian	170	65.2918436454849	65.52	6.37285389268947
kelo1247	Klon	Papunesia	Timor-Alor-Pantar	91	59.7737123745819	60	7.84334046449842
kemb1249	Mateq	Papunesia	Austronesian	195	66.1046530100334	65.575	8.13202126988845
keme1240	Kemezung	Africa	Atlantic-Congo	135	66.759397993311	66.385	7.75529961764171
keng1240	Kenga	Africa	Central Sudanic	124	67.8476128762542	68.03	7.1420697253779
kens1248	Kensiu	Eurasia	Austroasiatic	164	69.0140175585284	68.86	8.49550045718873
kenu1236	Kenuzi-Dongola	Africa	Nubian	193	66.4202048494983	66.095	6.01866193681545
keoo1238	Kéo	Papunesia	Austronesian	187	68.7690928093646	68.12	9.09086052576263
kera1248	Keerak	Africa	Atlantic-Congo	128	60.024987458194	59.5	7.21935914508736
kera1255	Kera	Africa	Afro-Asiatic	178	64.838716555184	64.67	6.19192055157625
keri1250	Kerinci	Papunesia	Austronesian	127	69.5726546822742	69.72	7.97390603363209
kesa1244	Kesawai	Papunesia	Nuclear Trans New Guinea	188	66.364974916388	66.895	5.99784778067992
kett1243	Ket	Eurasia	Yeniseian	183	61.1621153846154	61.24	4.55271438129187
kgal1244	Kgalagadi	Africa	Atlantic-Congo	169	67.57375	66.67	7.7519362879113
khak1248	Khakas	Eurasia	Turkic	170	66.9009866220736	65.995	7.63994243968027
khal1275	Khaling	Eurasia	Sino-Tibetan	168	66.7566429765886	66.42	6.68000099371832
kham1282	Khams Tibetan	Eurasia	Sino-Tibetan	184	63.5044774247492	63.64	6.49648408422749
khan1274	Kháng	Eurasia	Austroasiatic	168	65.9434824414716	65.15	8.91547682953508
khan1277	Southern Tangkhul Naga	Eurasia	Sino-Tibetan	165	69.6354682274248	70.14	6.5000850001065
khan1278	Khana	Africa	Atlantic-Congo	187	65.4375376254181	65.565	5.42077087107791
khar1287	Kharia	Eurasia	Austroasiatic	172	62.4170944816054	63.16	6.66808008772496
khar1288	Kharam Naga	Eurasia	Sino-Tibetan	173	70.1089088628762	70.25	5.85214157028433
khas1269	Khasi	Eurasia	Austroasiatic	180	66.3745234113712	66.265	7.23652995655254
khez1235	Khezha Naga	Eurasia	Sino-Tibetan	172	68.2101170568562	69.03	7.26593637720339
khin1240	Khinalug	Eurasia	Nakh-Daghestanian	153	64.688135451505	64.29	6.72407798844527
khmu1256	Khmu	Eurasia	Austroasiatic	167	68.6340384615385	68.24	8.92537927169752
khum1248	Khumi Chin	Eurasia	Sino-Tibetan	133	68.0579682274248	68.29	7.14657804843826
khva1239	Khwarshi-Inkhoqwari	Eurasia	Nakh-Daghestanian	169	64.2306814381271	64	6.51534439491738
kich1262	K'iche'	North America	Mayan	180	66.7307984949833	67.08	5.57840633342316
kiku1240	Kikuyu	Africa	Atlantic-Congo	160	66.8628093645485	65.83	7.44718312376623
kile1243	Kilen	Eurasia	Tungusic	188	67.1084531772575	67.04	7.03478041282104
kili1267	Kilivila	Papunesia	Austronesian	187	64.6182859531773	64.97	6.1333413220406
kima1244	Kimaragang	Papunesia	Austronesian	90	60.7363754180602	60.53	7.95001772827672
kima1246	Kimaama	Papunesia	Kolopom	92	68.8958653846154	69.51	8.93595658209451
kimm1245	Kim Mun	Eurasia	Hmong-Mien	188	68.4291471571906	68.065	8.54745813642733
kimm1246	Kim	Africa	Atlantic-Congo	129	70.8211120401338	71.005	8.59811977544678
kina1250	Kinaray-a	Papunesia	Austronesian	143	67.3630058528428	67.38	6.93865217863017
kinn1249	Kinnauri	Eurasia	Sino-Tibetan	188	64.3836956521739	63.93	6.6985856585195
kiow1266	Kiowa	North America	Kiowa-Tanoan	177	64.1430602006689	64.24	5.0917334616239
kips1239	Kipsigis	Africa	Nilotic	156	67.8323829431438	68.34	6.54677918510669
klam1254	Klamath-Modoc	North America		164	64.2024623745819	64.575	5.67383834552479
kobo1249	Kobon	Papunesia	Nuclear Trans New Guinea	96	58.2662918060201	57.95	8.22545368564687
koda1255	Kodava	Eurasia	Dravidian	182	65.490610367893	65.06	7.76170315910737
koho1244	Koho	Eurasia	Austroasiatic	182	67.9383821070234	67.5	8.08220681087882
koir1240	Koireng	Eurasia	Sino-Tibetan	155	68.3148829431438	68.56	6.40936059918217
koit1244	Koitabu	Papunesia	Koiarian	168	67.7347700668896	68.38	7.1563428643835
koka1244	Kokata	Australia	Pama-Nyungan	143	68.2697115384615	68.97	7.14821424093898
koko1269	Kokota	Papunesia	Austronesian	190	65.9964339464883	65.815	7.39883265577463
kola1285	Kola	Papunesia	Austronesian	156	64.2314046822742	64.14	6.52304295314518
kolb1240	Kolbila	Africa	Atlantic-Congo	178	68.5052006688963	68.64	5.86298655428345
kolc1235	Kol (Cameroon)	Africa	Atlantic-Congo	170	64.7841387959866	64.67	6.89300287197269
kolp1236	Kol (Papua New Guinea)	Papunesia		94	55.6908653846154	55.81	7.68384854377041
kolu1245	Koluwawa	Papunesia	Austronesian	163	67.8011747491639	68.18	6.27512373050168
komb1274	Kombai	Papunesia	Nuclear Trans New Guinea	182	66.3008821070234	66.67	6.79078269929713
komc1235	Kom (Cameroon)	Africa	Atlantic-Congo	158	64.340656354515	64.12	7.13333369692978
komi1268	Komi-Zyrian	Eurasia	Uralic	186	66.2597617056856	66.415	6.40360624703233
komi1269	Komi-Permyak	Eurasia	Uralic	181	65.2079640468227	65.17	5.63838242881733
komi1270	Kom (India)	Eurasia	Sino-Tibetan	168	67.1963377926421	67.28	5.87778540959357
komo1260	Komo (Democratic Republic of Congo)	Africa	Atlantic-Congo	135	70.3270484949833	70.795	7.07219284022817
kona1242	Konai	Papunesia	East Strickland	188	65.2590050167224	65.98	6.41560006121958
konk1267	Konkan Marathi	Eurasia	Indo-European	180	64.4324122073579	64.075	7.27987463128626
kons1243	Konso	Africa	Afro-Asiatic	87	59.7117015050167	60	6.98950056747378
kony1248	Konyak Naga	Eurasia	Sino-Tibetan	175	67.4333110367893	67.62	5.99519918685635
konz1239	Konzo	Africa	Atlantic-Congo	133	66.8073871237458	65.57	7.95937085634975
koon1244	South-Central Koongo	Africa	Atlantic-Congo	153	62.8830727424749	61.98	7.68041202985115
koon1245	Koonzime	Africa	Atlantic-Congo	133	66.7885535117057	66.13	7.69768390580281
koor1239	Koorete	Africa	Ta-Ne-Omotic	175	65.6496028428094	65.16	6.68437474995734
kora1294	Korafe-Yegha	Papunesia	Nuclear Trans New Guinea	96	61.0361705685619	60.87	7.28875821870412
kore1280	Korean	Eurasia	Koreanic	185	66.1361329431438	65.91	6.46880545793288
kore1283	Koreguaje	South America	Tucanoan	72	53.8698369565217	53.85	7.52674776557335
kork1243	Korku	Eurasia	Austroasiatic	133	65.7605852842809	65.62	6.88776460750625
koro1298	Koromfé	Africa	Atlantic-Congo	191	65.2355518394649	65.38	6.39912628235846
koro1312	Korowai	Papunesia	Nuclear Trans New Guinea	96	64.4909908026756	64.29	7.53373252677201
koro1313	Koromira	Papunesia	South Bougainville	127	59.8367224080268	60	6.70155725467403
korr1238	Korra Koraga	Eurasia	Dravidian	133	68.141877090301	67.5	8.11180946075981
kosa1249	Kosarek Yale	Papunesia	Nuclear Trans New Guinea	169	66.8098787625418	66.67	6.66562826076926
kosr1238	Kosraean	Papunesia	Austronesian	188	65.5527926421405	65.59	6.3797810569198
kota1263	Kota (India)	Eurasia	Dravidian	158	67.1347951505017	66.67	7.3386187570441
koti1238	Koti	Africa	Atlantic-Congo	182	66.235610367893	65.41	7.45667645813341
kova1243	Kovai	Papunesia	Nuclear Trans New Guinea	88	64.1377884615385	65.52	8.59051454274674
kove1237	Kove	Papunesia	Austronesian	180	67.7935367892977	67.46	6.88149163891056
koya1251	Koya	Eurasia	Dravidian	137	67.051275083612	66.67	7.41896059086768
koyr1240	Koyra Chiini Songhay	Africa	Songhay	169	69.4933570234114	69.625	7.0262158653497
koyr1242	Koyraboro Senni Songhai	Africa	Songhay	168	67.6916722408027	68.065	6.96736896731162
koys1242	Koy Sanjaq Jewish Neo-Aramaic	Eurasia	Afro-Asiatic	169	63.0297951505017	63.51	5.41177642261373
kren1239	Krenak	South America	Nuclear-Macro-Je	111	69.9130727424749	70.41	7.21510697058365
kris1246	I'saka	Papunesia	Sko	99	61.4611329431438	61.44	7.92264930905884
kron1241	Krongo	Africa	Kadugli-Krongo	75	56.7909113712375	56.76	8.03238368788585
kryt1240	Kryz	Eurasia	Nakh-Daghestanian	165	66.1650836120401	65.69	6.09342826313931
kuan1247	Kuanyama	Africa	Atlantic-Congo	173	63.4059071906355	62.42	6.91415895033853
kuan1248	Kuanua	Papunesia	Austronesian	174	66.7605727424749	66.445	7.92137138370861
kuii1252	Kui (India)	Eurasia	Dravidian	113	60.510647993311	59.785	7.63653773186246
kuik1246	Kuikúro-Kalapálo	South America	Cariban	176	64.1099414715719	64.29	5.82523956358464
kuku1273	Kuku-Yalanji	Australia	Pama-Nyungan	184	65.6096321070234	65.92	6.45584876700889
kuku1280	Kuku-Uwanh	Australia	Pama-Nyungan	155	68.6742140468227	69.48	6.74795312064685
kulo1237	Kulon-Pazeh	Papunesia	Austronesian	140	67.4161078595318	67.94	7.03811182737197
kulu1253	Kulung (Nepal)	Eurasia	Sino-Tibetan	168	65.4720150501672	65.34	6.39561618888863
kuma1276	Nêlêmwa-Nixumwak	Papunesia	Austronesian	189	62.399987458194	62.155	7.39793452075714
kuma1280	Kuman	Papunesia	Nuclear Trans New Guinea	153	66.9443227424749	67.59	7.35078280905043
kumb1268	Kumbainggar	Australia	Pama-Nyungan	192	67.2144356187291	67.23	5.81602443326339
kumz1235	Kumzari	Eurasia	Indo-European	171	66.8937123745819	67.415	5.68074215062576
kuna1268	Kunama	Africa		165	66.4279096989967	66.955	6.01072220359772
kunb1251	Kunbarlang	Australia	Gunwinyguan	190	61.4228595317726	61.38	5.30271030819446
kung1259	Kungarakany	Australia		82	67.6283486622074	67.65	7.21432482174987
kuni1267	Kunimaipa	Papunesia	Goilalan	171	64.849974916388	65.38	6.1862173000025
kunj1245	Kunjen	Australia	Pama-Nyungan	163	65.8995861204013	66.67	6.71115739498042
kunz1244	Kunza	South America		72	69.5250877926421	70.42	8.25784422288004
kuot1243	Kuot	Papunesia		174	61.6379389632107	61.815	5.48147659585317
kupa1239	Kupang Malay	Papunesia	Austronesian	168	69.8547784280937	69.605	8.25624965323228
kurr1243	Kurrama	Australia	Pama-Nyungan	161	66.3241471571906	66.91	5.76279497123303
kurt1248	Kurtokha	Eurasia	Sino-Tibetan	98	62.5219607023411	62.71	8.08629325752655
kusa1251	Kusaghe-Njela	Papunesia	Austronesian	177	63.8611496655518	63.16	7.74259443640285
kusu1250	Kusunda	Eurasia		173	68.1999080267558	68.34	6.71121912481373
kute1248	Kutep	Africa	Atlantic-Congo	163	67.4640301003345	67.44	8.13867232813024
kute1249	Kutenai	North America		132	67.5864548494983	68.31	7.10948414738783
kuvi1243	Kuvi	Eurasia	Dravidian	103	61.6690133779264	60.82	8.56695687956442
kuyy1240	Kuy	Eurasia	Austroasiatic	174	69.2764381270903	68.94	9.08403865942291
kwai1243	Kwaio	Papunesia	Austronesian	191	66.7410744147157	66.295	7.6665516167632
kwam1249	Gwama	Africa	Koman	171	68.2142809364549	68.63	6.14160640380375
kwam1252	Kwamera	Papunesia	Austronesian	176	65.0284824414716	65.32	6.3958461789131
kwar1239	Kwara'ae	Papunesia	Austronesian	186	67.3895192307692	66.875	7.68456145217816
kwaz1243	Kwaza	South America		159	59.6138503344482	59.87	5.37589310714643
kweg1241	Kwegu	Africa	Surmic	162	70.76752090301	71.43	6.56301318238698
kwin1241	Kwini	Australia	Worrorran	160	65.953122909699	66.225	6.13117654916104
kwom1262	Kwoma	Papunesia	Sepik	174	66.3461622073579	66.89	6.62557716428989
kxoe1243	Kxoe	Africa	Khoe-Kwadi	194	62.7119857859532	63.095	4.83879591516553
kyer1238	Kyerung	Eurasia	Sino-Tibetan	184	63.1148662207358	63.04	6.27897136912432
laal1242	Laal	Africa		154	63.8575585284281	63.91	6.70387783750157
labe1239	Label	Papunesia	Austronesian	70	61.8314309623431	61.29	9.41819961630688
labo1244	Ninde	Papunesia	Austronesian	122	69.5869523411371	69.33	8.56135639791079
labu1248	Labu	Papunesia	Austronesian	154	69.0044690635451	69.12	7.41410922007987
labu1249	Labuk-Kinabatangan Kadazan	Papunesia	Austronesian	104	67.8641806020067	68.515	7.80024754280115
lach1248	Lachi	Eurasia	Tai-Kadai	167	71.091897993311	70.55	8.7024849415875
lafo1243	Lafofa	Africa		68	64.3611831103679	64.48	7.71882189994868
lagw1237	Lagwan	Africa	Afro-Asiatic	164	67.8605476588629	68.03	5.30973516958501
lahu1252	Lahu Shi	Eurasia	Sino-Tibetan	152	71.4603929765886	72.03	7.14933405486876
lahu1253	Lahu	Eurasia	Sino-Tibetan	175	68.9599581939799	69.37	7.79013290783913
laiy1246	Laiyolo	Papunesia	Austronesian	123	66.6315133779264	66.96	7.06543246922906
lakk1252	Lak	Eurasia	Nakh-Daghestanian	158	62.7676212374582	62.95	6.6319262592028
lala1264	Lala-Bisa	Africa	Atlantic-Congo	150	65.9665969899666	64.89	8.10594558239922
lala1268	Lala	Papunesia	Austronesian	187	70.2921070234114	70.875	5.8993012147628
lama1277	Lamaholot	Papunesia	Austronesian	182	65.6332608695652	65.23	7.01003533406695
lama1288	Lamang	Africa	Afro-Asiatic	143	62.4261413043478	62.5	5.58022484118932
lamb1269	Lambadi	Eurasia	Indo-European	155	61.7067809364548	61.275	7.45151949544323
lamb1272	Lambya	Africa	Atlantic-Congo	132	63.9815384615385	62.76	8.42732907511141
lamb1273	Lamboya	Papunesia	Austronesian	139	66.657516722408	66.92	7.12716151219871
lame1260	Lamenu	Papunesia	Austronesian	126	64.9407608695652	65.04	7.77331775572698
lamk1238	Lamkang	Eurasia	Sino-Tibetan	175	70.3103051839465	70.51	6.23269593101345
lamo1244	Lamogai	Papunesia	Austronesian	135	70.721885451505	69.92	8.46261227041648
land1256	Landoma	Africa	Atlantic-Congo	137	63.8561789297659	63.505	7.10637669582469
lang1320	Langi	Africa	Atlantic-Congo	174	66.1450459866221	65.485	7.17583112392487
lang1324	Lango (Uganda)	Africa	Nilotic	90	62.6033361204013	63.1	8.16609583041787
laoo1244	Lao	Eurasia	Tai-Kadai	99	63.0616220735786	62.05	10.7619651347622
lara1258	Laragia	Australia		108	61.9919439799331	61.88	6.54623360638127
lara1260	Larantuka Malay	Papunesia	Austronesian	169	69.4615426421405	69.14	8.53300099519278
lard1243	Lardil	Australia	Tangkic	94	62.004385451505	62.24	6.28527949995552
lash1243	Lashi	Eurasia	Sino-Tibetan	188	68.5039464882943	68.6	7.90782758249753
lati1261	Latin	Eurasia	Indo-European	193	59.7773704013378	59.73	6.09285308401556
latv1249	Latvian	Eurasia	Indo-European	184	62.614402173913	62.345	6.65520090596437
lauu1247	Lau	Papunesia	Austronesian	141	68.8451546822742	68.22	8.79685174148072
lave1248	Laven	Eurasia	Austroasiatic	180	69.1319941471572	68.75	8.97585413309614
lave1249	Brao	Eurasia	Austroasiatic	122	69.6848160535117	69.4	9.88637611423571
lavu1241	Lavukaleve	Papunesia		181	60.3071279264214	60.23	4.92058588389217
lazz1240	Laz	Eurasia	Kartvelian	171	66.9102215719063	66.9	6.16502866268928
leco1242	Leco	South America		162	67.1669105351171	67.115	6.07694210028319
lega1249	Lega-Shabunda	Africa	Atlantic-Congo	153	64.4017976588629	63.495	7.01288325315655
lega1250	Lega-Mwenga	Africa	Atlantic-Congo	120	66.4761204013378	65.88	7.24066888514865
lele1267	Lelepa	Papunesia	Austronesian	149	68.4921321070234	68.52	6.62297616400901
lele1270	Lele (Papua New Guinea)	Papunesia	Austronesian	167	67.6211204013378	67.455	7.51023032361381
lele1276	Lele (Chad)	Africa	Afro-Asiatic	164	64.3203762541806	64.29	6.41805658260508
lemb1266	Lembena	Papunesia	Nuclear Trans New Guinea	175	65.3111413043478	65.48	6.37937135730174
leme1238	Lemerig	Papunesia	Austronesian	164	68.3760033444816	67.62	9.31227682257306
